"subclutch.id","site","femaleid","max.hatch","egg.number","tree.id","mat.collection.date","mat.coll.day","treehday","ndvi_halfdate","halfdate","halfslope","treatment"
"MEAN.ART.3","ART","ART.3",4,4,"ART119",2024-12-04,339,NA,NA,125.216216216216,0.0704793489269004,"Mean"
"MEAN.BLG.15","BLG","BLG.15",NA,15,"BLG87",2024-12-11,346,NA,NA,124.144144144144,0.149754987410562,"Mean"
"MEAN.EDI.12","EDI","EDI.12",2,3,"EDI133",2024-12-07,342,NA,NA,NA,NA,"Mean"
"MEAN.GLF.16","GLF","GLF.16",11,15,"GLF44",2024-12-11,346,NA,NA,131.369369369369,0.123322848544634,"Mean"
"MEAN.GLF.5","GLF","GLF.5",15,15,"GLF6",2024-12-05,340,NA,NA,112.942942942943,0.115672646572289,"Mean"
"MEAN.GLF.9","GLF","GLF.9",1,1,"GLF44",2024-12-07,342,NA,NA,NA,NA,"Mean"
"MEAN.MCH.7","MCH","MCH.7",5,2,"MCH57",2024-12-07,342,NA,NA,120.693693693694,0.0622978305105484,"Mean"
"MEAN.MUN.1","MUN","MUN.1",6,15,"MUN122",2024-12-04,339,NA,NA,120.45045045045,0.0500054467862132,"Mean"
"MEAN.URD.1","URD","URD.1",NA,15,"URD",2024-12-27,362,NA,NA,116.680680680681,0.0867675741045718,"Mean"
"MEAN.URD.2","URD","URD.2",2,2,"URD",2024-12-27,362,NA,NA,NA,NA,"Mean"
"MEAN.WTH.1","WTH","WTH.1",10,15,"T19",2024-11-15,320,102.751112558722,65.08508509,113.069069069069,0.0882803097230085,"Mean"
"MEAN.WTH.102","WTH","WTH.102",14,13,"14128",2024-12-06,341,NA,NA,123.991991991992,0.059948539474382,"Mean"
"MEAN.WTH.103","WTH","WTH.103",15,15,"14128",2024-12-06,341,NA,NA,118.593593593594,0.12381342562307,"Mean"
"MEAN.WTH.104","WTH","WTH.104",8,8,"14128",2024-12-06,341,NA,NA,NA,NA,"Mean"
"MEAN.WTH.106","WTH","WTH.106",11,15,"14128",2024-12-06,341,NA,NA,118.282282282282,0.074752187001837,"Mean"
"MEAN.WTH.110","WTH","WTH.110",13,15,"T11",2024-12-06,341,98.6583576948369,60.96296296,123.891891891892,0.0643427026388723,"Mean"
"MEAN.WTH.111","WTH","WTH.111",4,7,"T14",2024-12-06,341,98.3931460949248,62.74074074,NA,NA,"Mean"
"MEAN.WTH.113","WTH","WTH.113",5,10,"T14",2024-12-06,341,98.3931460949248,62.74074074,117.725725725726,0.111354303270757,"Mean"
"MEAN.WTH.114","WTH","WTH.114",11,15,"T14",2024-12-06,341,98.3931460949248,62.74074074,118.54954954955,0.286969381508992,"Mean"
"MEAN.WTH.117","WTH","WTH.117",12,15,"T14",2024-12-06,341,98.3931460949248,62.74074074,116.680680680681,0.180178468101173,"Mean"
"MEAN.WTH.118","WTH","WTH.118",10,15,"T14",2024-12-06,341,98.3931460949248,62.74074074,118.322322322322,0.0713298725307251,"Mean"
"MEAN.WTH.12","WTH","WTH.12",5,5,"17321",2024-11-25,330,NA,NA,113.089089089089,0.139245983289923,"Mean"
"MEAN.WTH.121","WTH","WTH.121",11,15,"T14",2024-12-06,341,98.3931460949248,62.74074074,121.851851851852,0.0609414547039532,"Mean"
"MEAN.WTH.123","WTH","WTH.123",12,15,"T13",2024-12-06,341,98.2351958749806,60.66666667,121.279279279279,0.157601148766947,"Mean"
"MEAN.WTH.127","WTH","WTH.127",7,6,"T12",2024-12-06,341,94.3318303824841,58.81481481,116.189189189189,0.122708858324465,"Mean"
"MEAN.WTH.13","WTH","WTH.13",10,15,"17321",2024-11-25,330,NA,NA,113.317317317317,0.0701858114551041,"Mean"
"MEAN.WTH.130","WTH","WTH.130",10,15,"T20",2024-12-06,341,104.037295159926,66.76676677,117.665665665666,0.0931830316692277,"Mean"
"MEAN.WTH.138","WTH","WTH.138",14,15,"T13",2024-12-09,344,98.2351958749806,60.66666667,121.441441441441,0.108266546015099,"Mean"
"MEAN.WTH.139","WTH","WTH.139",15,15,"T13",2024-12-09,344,98.2351958749806,60.66666667,124.314314314314,0.0723390900808297,"Mean"
"MEAN.WTH.14","WTH","WTH.14",2,5,"T11",2024-11-25,330,98.6583576948369,60.96296296,NA,NA,"Mean"
"MEAN.WTH.142","WTH","WTH.142",5,8,"T11",2024-12-09,344,98.6583576948369,60.96296296,125.381381381381,0.0853818357152287,"Mean"
"MEAN.WTH.145","WTH","WTH.145",12,15,"T3",2024-12-11,346,100.531026342095,62.64664665,116.58958958959,0.128700732054433,"Mean"
"MEAN.WTH.146","WTH","WTH.146",7,15,"T8",2024-12-11,346,96.7072963464517,60.63663664,120.468468468468,0.0890220243708856,"Mean"
"MEAN.WTH.148","WTH","WTH.148",15,15,"T14",2024-12-11,346,98.3931460949248,62.74074074,117.577577577578,0.0633992561636976,"Mean"
"MEAN.WTH.15","WTH","WTH.15",13,15,"14128",2024-11-25,330,NA,NA,119.347347347347,0.0899403521055133,"Mean"
"MEAN.WTH.150","WTH","WTH.150",7,8,"T15",2024-12-11,346,99.5208219374215,64.44444444,119.491491491491,0.0800509362320595,"Mean"
"MEAN.WTH.151","WTH","WTH.151",11,12,"T20",2024-12-11,346,104.037295159926,66.76676677,117.48048048048,0.0707151593585244,"Mean"
"MEAN.WTH.152","WTH","WTH.152",11,15,"T20",2024-12-11,346,104.037295159926,66.76676677,123.87987987988,0.132777592367334,"Mean"
"MEAN.WTH.153","WTH","WTH.153",15,15,"T3",2024-12-13,348,100.531026342095,62.64664665,119.3003003003,0.214060576191945,"Mean"
"MEAN.WTH.154","WTH","WTH.154",12,15,"T3",2024-12-13,348,100.531026342095,62.64664665,125.955955955956,0.140561914463089,"Mean"
"MEAN.WTH.155","WTH","WTH.155",NA,15,"T3",2024-12-13,348,100.531026342095,62.64664665,122.36036036036,0.164503081445293,"Mean"
"MEAN.WTH.157","WTH","WTH.157",12,15,"T5",2024-12-13,348,96.0456539658214,58.02202202,118.306306306306,0.110539810911093,"Mean"
"MEAN.WTH.158","WTH","WTH.158",12,15,"T8",2024-12-13,348,96.7072963464517,60.63663664,121.195195195195,0.143627204275999,"Mean"
"MEAN.WTH.159","WTH","WTH.159",12,15,"T11",2024-12-13,348,98.6583576948369,60.96296296,124.900900900901,0.0845735528592232,"Mean"
"MEAN.WTH.16","WTH","WTH.16",10,8,"T13",2024-11-25,330,98.2351958749806,60.66666667,116.892892892893,0.059598463836626,"Mean"
"MEAN.WTH.160","WTH","WTH.160",8,15,"T12",2024-12-13,348,94.3318303824841,58.81481481,122.720720720721,0.0696435952822765,"Mean"
"MEAN.WTH.161","WTH","WTH.161",13,15,"T12",2024-12-13,348,94.3318303824841,58.81481481,117.515515515516,0.331130868058657,"Mean"
"MEAN.WTH.162","WTH","WTH.162",12,14,"T13",2024-12-13,348,98.2351958749806,60.66666667,117.402402402402,0.0515065569629935,"Mean"
"MEAN.WTH.164","WTH","WTH.164",12,15,"T14",2024-12-13,348,98.3931460949248,62.74074074,119.567567567568,0.0657051247321149,"Mean"
"MEAN.WTH.167","WTH","WTH.167",11,15,"T16",2024-12-13,348,98.358661241837,60.92092092,121.63963963964,0.0698225398006714,"Mean"
"MEAN.WTH.168","WTH","WTH.168",11,11,"T19",2024-12-13,348,102.751112558722,65.08508509,123.435435435435,0.110331647467351,"Mean"
"MEAN.WTH.17","WTH","WTH.17",12,15,"T18",2024-11-25,330,117.724246440595,73.09309309,114.002002002002,0.0632253572388199,"Mean"
"MEAN.WTH.170","WTH","WTH.170",6,15,"T3",2024-12-16,351,100.531026342095,62.64664665,126.864864864865,0.0867578714431502,"Mean"
"MEAN.WTH.176","WTH","WTH.176",8,15,"T3",2024-12-18,353,100.531026342095,62.64664665,124.543543543544,0.0927257840100637,"Mean"
"MEAN.WTH.179","WTH","WTH.179",NA,14,"T12",2024-12-18,353,94.3318303824841,58.81481481,127.325325325325,0.0522026948799248,"Mean"
"MEAN.WTH.22","WTH","WTH.22",14,15,"T19",2024-11-25,330,102.751112558722,65.08508509,113.621621621622,0.0895016729125576,"Mean"
"MEAN.WTH.23","WTH","WTH.23",NA,15,"T20",2024-11-25,330,104.037295159926,66.76676677,109.62962962963,0.142304589340749,"Mean"
"MEAN.WTH.25","WTH","WTH.25",12,15,"T4",2024-11-25,330,104.298149373327,61.5955956,116.618618618619,0.0829572299981833,"Mean"
"MEAN.WTH.26","WTH","WTH.26",8,9,"T3",2024-11-25,330,100.531026342095,62.64664665,116.531531531532,0.0863488855215109,"Mean"
"MEAN.WTH.29","WTH","WTH.29",10,10,"T4",2024-11-25,330,104.298149373327,61.5955956,117.747747747748,0.0972071509285296,"Mean"
"MEAN.WTH.33","WTH","WTH.33",8,10,"T4",2024-11-25,330,104.298149373327,61.5955956,119.231231231231,0.0531110730543412,"Mean"
"MEAN.WTH.37","WTH","WTH.37",11,15,"T13",2024-11-27,332,98.2351958749806,60.66666667,113.605605605606,0.0857016462702059,"Mean"
"MEAN.WTH.38","WTH","WTH.38",4,15,"14128",2024-11-27,332,NA,NA,121.279279279279,0.036591841284497,"Mean"
"MEAN.WTH.39","WTH","WTH.39",13,15,"T14",2024-11-27,332,98.3931460949248,62.74074074,120.558558558559,0.0851170787435493,"Mean"
"MEAN.WTH.41","WTH","WTH.41",5,12,"T4",2024-11-27,332,104.298149373327,61.5955956,115.876876876877,0.164748640704366,"Mean"
"MEAN.WTH.42","WTH","WTH.42",16,15,"T17",2024-11-27,332,109.294235771317,70.45045045,116.208208208208,0.0615271894937134,"Mean"
"MEAN.WTH.43","WTH","WTH.43",15,15,"T4",2024-11-29,334,104.298149373327,61.5955956,114.623623623624,0.196145165240259,"Mean"
"MEAN.WTH.44","WTH","WTH.44",NA,15,"T4",2024-11-29,334,104.298149373327,61.5955956,111.773773773774,0.2158566034424,"Mean"
"MEAN.WTH.47","WTH","WTH.47",7,9,"T20",2024-11-29,334,104.037295159926,66.76676677,121.133133133133,0.0537443769250065,"Mean"
"MEAN.WTH.48","WTH","WTH.48",13,15,"14128",2024-11-29,334,NA,NA,119.389389389389,0.0657325157585372,"Mean"
"MEAN.WTH.49","WTH","WTH.49",14,15,"14128",2024-11-29,334,NA,NA,121.523523523524,0.0839675887372515,"Mean"
"MEAN.WTH.50","WTH","WTH.50",13,15,"T13",2024-11-29,334,98.2351958749806,60.66666667,118.732732732733,0.065451458794214,"Mean"
"MEAN.WTH.53","WTH","WTH.53",12,14,"T14",2024-12-02,337,98.3931460949248,62.74074074,116.22022022022,0.24793260785113,"Mean"
"MEAN.WTH.60","WTH","WTH.60",11,15,"T12",2024-12-02,337,94.3318303824841,58.81481481,119.477477477477,0.128874712060618,"Mean"
"MEAN.WTH.64","WTH","WTH.64",15,15,"T7",2024-12-02,337,103.04963707727,61.87587588,115.711711711712,0.0959461540007348,"Mean"
"MEAN.WTH.70","WTH","WTH.70",15,15,"T2",2024-12-04,339,102.297714241603,64.04804805,122.978978978979,0.241208387512708,"Mean"
"MEAN.WTH.74","WTH","WTH.74",14,15,"T4",2024-12-04,339,104.298149373327,61.5955956,118.486486486486,0.152686326594774,"Mean"
"MEAN.WTH.78","WTH","WTH.78",15,15,"T3",2024-12-06,341,100.531026342095,62.64664665,122.674674674675,0.212548941144933,"Mean"
"MEAN.WTH.84","WTH","WTH.84",7,7,"T3",2024-12-06,341,100.531026342095,62.64664665,121.815815815816,0.0797068184645613,"Mean"
"MEAN.WTH.86","WTH","WTH.86",13,NA,NA,NA,NA,NA,NA,123.627627627628,0.0696775805170383,"Mean"
"MEAN.WTH.88","WTH","WTH.88",15,5,"T3",2024-12-06,341,100.531026342095,62.64664665,122.15015015015,0.111471296846887,"Mean"
"MEAN.WTH.89","WTH","WTH.89",10,15,"T4",2024-12-06,341,104.298149373327,61.5955956,120.378378378378,0.0759891599033913,"Mean"
"MEAN.WTH.92","WTH","WTH.92",9,10,"T4",2024-12-06,341,104.298149373327,61.5955956,122.016016016016,0.0838519067232702,"Mean"
"MEAN.WTH.94","WTH","WTH.94",7,8,"T6",2024-12-06,341,100.765420311927,62.22622623,114.675675675676,0.0845123162693587,"Mean"
"MEAN.WTH.96","WTH","WTH.96",8,15,"T9",2024-12-06,341,100.244090206684,62.97497497,118.46046046046,0.0851886712459276,"Mean"
"MEAN.WTH.98","WTH","WTH.98",13,15,"20708",2024-12-06,341,NA,NA,123.063063063063,0.0992390803665021,"Mean"
"WARM.ART.3","ART","ART.3",2,4,"ART119",2024-12-04,339,NA,NA,NA,NA,"Warm"
"WARM.BLG.15","BLG","BLG.15",15,15,"BLG87",2024-12-11,346,NA,NA,106.902902902903,0.0813984248763216,"Warm"
"WARM.EDI.12","EDI","EDI.12",1,1,"EDI133",2024-12-07,342,NA,NA,NA,NA,"Warm"
"WARM.GLF.16","GLF","GLF.16",10,15,"GLF44",2024-12-11,346,NA,NA,119.267267267267,0.106912040860102,"Warm"
"WARM.GLF.5","GLF","GLF.5",11,15,"GLF6",2024-12-05,340,NA,NA,99.1511511511512,0.0412279271447427,"Warm"
"WARM.MCH.7","MCH","MCH.7",1,1,"MCH57",2024-12-07,342,NA,NA,NA,NA,"Warm"
"WARM.MUN.1","MUN","MUN.1",10,15,"MUN122",2024-12-04,339,NA,NA,100.624624624625,0.0468432387334261,"Warm"
"WARM.URD.1","URD","URD.1",11,15,"URD",2024-12-27,362,NA,NA,102.226226226226,0.0487335278143801,"Warm"
"WARM.URD.2","URD","URD.2",1,3,"URD",2024-12-27,362,NA,NA,NA,NA,"Warm"
"WARM.WTH.1","WTH","WTH.1",NA,15,"T19",2024-11-15,320,102.751112558722,65.08508509,93.1291291291291,0.114090086905995,"Warm"
"WARM.WTH.102","WTH","WTH.102",11,14,"14128",2024-12-06,341,NA,NA,108.376376376376,0.145128809496892,"Warm"
"WARM.WTH.103","WTH","WTH.103",12,15,"14128",2024-12-06,341,NA,NA,101.521521521522,0.0688625219429365,"Warm"
"WARM.WTH.104","WTH","WTH.104",7,8,"14128",2024-12-06,341,NA,NA,106.006006006006,0.0993402147854019,"Warm"
"WARM.WTH.106","WTH","WTH.106",NA,15,"14128",2024-12-06,341,NA,NA,103.718718718719,0.0890919498617006,"Warm"
"WARM.WTH.110","WTH","WTH.110",NA,15,"T11",2024-12-06,341,98.6583576948369,60.96296296,104.942942942943,0.0935618936206705,"Warm"
"WARM.WTH.111","WTH","WTH.111",7,8,"T14",2024-12-06,341,98.3931460949248,62.74074074,103.507507507508,0.060131789584107,"Warm"
"WARM.WTH.113","WTH","WTH.113",8,10,"T14",2024-12-06,341,98.3931460949248,62.74074074,99.4074074074074,0.0942379383912042,"Warm"
"WARM.WTH.114","WTH","WTH.114",14,15,"T14",2024-12-06,341,98.3931460949248,62.74074074,108.888888888889,0.0673284664191579,"Warm"
"WARM.WTH.117","WTH","WTH.117",14,15,"T14",2024-12-06,341,98.3931460949248,62.74074074,103.443443443443,0.0733166683588779,"Warm"
"WARM.WTH.118","WTH","WTH.118",9,15,"T14",2024-12-06,341,98.3931460949248,62.74074074,96.7167167167167,0.0391466814401215,"Warm"
"WARM.WTH.12","WTH","WTH.12",4,5,"17321",2024-11-25,330,NA,NA,111.571571571572,0.0698866926559092,"Warm"
"WARM.WTH.121","WTH","WTH.121",11,15,"T14",2024-12-06,341,98.3931460949248,62.74074074,101.457457457457,0.0767540680808534,"Warm"
"WARM.WTH.123","WTH","WTH.123",12,15,"T13",2024-12-06,341,98.2351958749806,60.66666667,109.721721721722,0.106379440474824,"Warm"
"WARM.WTH.127","WTH","WTH.127",5,7,"T12",2024-12-06,341,94.3318303824841,58.81481481,100.304304304304,0.0512594345939299,"Warm"
"WARM.WTH.13","WTH","WTH.13",10,15,"17321",2024-11-25,330,NA,NA,98.958958958959,0.0338817035601497,"Warm"
"WARM.WTH.130","WTH","WTH.130",NA,15,"T20",2024-12-06,341,104.037295159926,66.76676677,91.8478478478478,0.0719734096832043,"Warm"
"WARM.WTH.138","WTH","WTH.138",11,15,"T13",2024-12-09,344,98.2351958749806,60.66666667,107.607607607608,0.0627784059257963,"Warm"
"WARM.WTH.139","WTH","WTH.139",NA,15,"T13",2024-12-09,344,98.2351958749806,60.66666667,106.966966966967,0.146654512666626,"Warm"
"WARM.WTH.14","WTH","WTH.14",5,6,"T11",2024-11-25,330,98.6583576948369,60.96296296,103.456456456456,0.108315528015644,"Warm"
"WARM.WTH.142","WTH","WTH.142",8,7,"T11",2024-12-09,344,98.6583576948369,60.96296296,109.593593593594,0.106866639681231,"Warm"
"WARM.WTH.145","WTH","WTH.145",NA,15,"T3",2024-12-11,346,100.531026342095,62.64664665,100.176176176176,0.0972847585128026,"Warm"
"WARM.WTH.146","WTH","WTH.146",NA,15,"T8",2024-12-11,346,96.7072963464517,60.63663664,109.576576576577,0.0462736955435553,"Warm"
"WARM.WTH.148","WTH","WTH.148",9,15,"T14",2024-12-11,346,98.3931460949248,62.74074074,98.2542542542542,0.0485043855001329,"Warm"
"WARM.WTH.15","WTH","WTH.15",11,15,"14128",2024-11-25,330,NA,NA,104.916916916917,0.0609016979451602,"Warm"
"WARM.WTH.150","WTH","WTH.150",8,8,"T15",2024-12-11,346,99.5208219374215,64.44444444,105.237237237237,0.105024128496931,"Warm"
"WARM.WTH.151","WTH","WTH.151",11,13,"T20",2024-12-11,346,104.037295159926,66.76676677,106.582582582583,0.08792088495053,"Warm"
"WARM.WTH.152","WTH","WTH.152",17,15,"T20",2024-12-11,346,104.037295159926,66.76676677,109.081081081081,0.161851075575562,"Warm"
"WARM.WTH.153","WTH","WTH.153",14,15,"T3",2024-12-13,348,100.531026342095,62.64664665,105.045045045045,0.0959851772229435,"Warm"
"WARM.WTH.154","WTH","WTH.154",11,15,"T3",2024-12-13,348,100.531026342095,62.64664665,109.017017017017,0.117705425220381,"Warm"
"WARM.WTH.155","WTH","WTH.155",9,15,"T3",2024-12-13,348,100.531026342095,62.64664665,110.823823823824,0.0702366288563044,"Warm"
"WARM.WTH.157","WTH","WTH.157",15,15,"T5",2024-12-13,348,96.0456539658214,58.02202202,107.543543543544,0.0663958574145996,"Warm"
"WARM.WTH.158","WTH","WTH.158",NA,15,"T8",2024-12-13,348,96.7072963464517,60.63663664,107.543543543544,0.0837929298218458,"Warm"
"WARM.WTH.159","WTH","WTH.159",12,15,"T11",2024-12-13,348,98.6583576948369,60.96296296,111.882882882883,0.0796259514723522,"Warm"
"WARM.WTH.16","WTH","WTH.16",6,8,"T13",2024-11-25,330,98.2351958749806,60.66666667,97.2932932932933,0.0631234793096579,"Warm"
"WARM.WTH.160","WTH","WTH.160",14,15,"T12",2024-12-13,348,94.3318303824841,58.81481481,108.184184184184,0.0931847693726313,"Warm"
"WARM.WTH.161","WTH","WTH.161",NA,15,"T12",2024-12-13,348,94.3318303824841,58.81481481,106.031031031031,0.0925245964013648,"Warm"
"WARM.WTH.162","WTH","WTH.162",9,14,"T13",2024-12-13,348,98.2351958749806,60.66666667,104.34034034034,0.0652326775709589,"Warm"
"WARM.WTH.164","WTH","WTH.164",NA,15,"T14",2024-12-13,348,98.3931460949248,62.74074074,106.198198198198,0.15111623291313,"Warm"
"WARM.WTH.167","WTH","WTH.167",14,15,"T16",2024-12-13,348,98.358661241837,60.92092092,107.415415415415,0.0900722862093091,"Warm"
"WARM.WTH.168","WTH","WTH.168",7,10,"T19",2024-12-13,348,102.751112558722,65.08508509,111.481481481481,0.0843643086379099,"Warm"
"WARM.WTH.17","WTH","WTH.17",7,15,"T18",2024-11-25,330,117.724246440595,73.09309309,90.5025025025025,0.0565735408445405,"Warm"
"WARM.WTH.170","WTH","WTH.170",14,15,"T3",2024-12-16,351,100.531026342095,62.64664665,111.195195195195,0.145896888490722,"Warm"
"WARM.WTH.176","WTH","WTH.176",11,15,"T3",2024-12-18,353,100.531026342095,62.64664665,105.173173173173,0.0344975898094657,"Warm"
"WARM.WTH.179","WTH","WTH.179",10,14,"T12",2024-12-18,353,94.3318303824841,58.81481481,108.696696696697,0.0488634135658816,"Warm"
"WARM.WTH.22","WTH","WTH.22",NA,15,"T19",2024-11-25,330,102.751112558722,65.08508509,96.4604604604605,0.065027228551171,"Warm"
"WARM.WTH.23","WTH","WTH.23",NA,15,"T20",2024-11-25,330,104.037295159926,66.76676677,94.3463463463463,0.0552584403719932,"Warm"
"WARM.WTH.25","WTH","WTH.25",13,15,"T4",2024-11-25,330,104.298149373327,61.5955956,103.059059059059,0.0617975159639236,"Warm"
"WARM.WTH.26","WTH","WTH.26",7,10,"T3",2024-11-25,330,100.531026342095,62.64664665,103.62962962963,0.0538167531785063,"Warm"
"WARM.WTH.29","WTH","WTH.29",7,8,"T4",2024-11-25,330,104.298149373327,61.5955956,100.348348348348,0.0663091552542468,"Warm"
"WARM.WTH.33","WTH","WTH.33",9,8,"T4",2024-11-25,330,104.298149373327,61.5955956,109.145145145145,0.0739282750996811,"Warm"
"WARM.WTH.37","WTH","WTH.37",8,15,"T13",2024-11-27,332,98.2351958749806,60.66666667,103.059059059059,0.0527089552752908,"Warm"
"WARM.WTH.38","WTH","WTH.38",9,15,"14128",2024-11-27,332,NA,NA,93.8338338338338,0.0494864462984565,"Warm"
"WARM.WTH.39","WTH","WTH.39",6,15,"T14",2024-11-27,332,98.3931460949248,62.74074074,113.75975975976,0.0450104775007601,"Warm"
"WARM.WTH.41","WTH","WTH.41",9,11,"T4",2024-11-27,332,104.298149373327,61.5955956,102.098098098098,0.0503673048283399,"Warm"
"WARM.WTH.42","WTH","WTH.42",10,15,"T17",2024-11-27,332,109.294235771317,70.45045045,101.483483483483,0.0358118162209951,"Warm"
"WARM.WTH.43","WTH","WTH.43",NA,15,"T4",2024-11-29,334,104.298149373327,61.5955956,99.983983983984,0.0698030288787914,"Warm"
"WARM.WTH.44","WTH","WTH.44",NA,15,"T4",2024-11-29,334,104.298149373327,61.5955956,96.9089089089089,0.0614532922498965,"Warm"
"WARM.WTH.47","WTH","WTH.47",8,9,"T20",2024-11-29,334,104.037295159926,66.76676677,104.561561561562,0.0492212332762705,"Warm"
"WARM.WTH.48","WTH","WTH.48",10,15,"14128",2024-11-29,334,NA,NA,102.610610610611,0.0480343981838242,"Warm"
"WARM.WTH.49","WTH","WTH.49",12,15,"14128",2024-11-29,334,NA,NA,105.557557557558,0.0577597403819131,"Warm"
"WARM.WTH.50","WTH","WTH.50",15,15,"T13",2024-11-29,334,98.2351958749806,60.66666667,99.5355355355355,0.0697330161647287,"Warm"
"WARM.WTH.53","WTH","WTH.53",10,15,"T14",2024-12-02,337,98.3931460949248,62.74074074,103.251251251251,0.0625583625558615,"Warm"
"WARM.WTH.60","WTH","WTH.60",NA,15,"T12",2024-12-02,337,94.3318303824841,58.81481481,101.201201201201,0.0846304915971684,"Warm"
"WARM.WTH.64","WTH","WTH.64",10,15,"T7",2024-12-02,337,103.04963707727,61.87587588,106.164164164164,0.0484273486599856,"Warm"
"WARM.WTH.70","WTH","WTH.70",14,15,"T2",2024-12-04,339,102.297714241603,64.04804805,111.06006006006,0.132005164258513,"Warm"
"WARM.WTH.74","WTH","WTH.74",10,15,"T4",2024-12-04,339,104.298149373327,61.5955956,105.109109109109,0.0886362630254147,"Warm"
"WARM.WTH.78","WTH","WTH.78",10,15,"T3",2024-12-06,341,100.531026342095,62.64664665,107.7997997998,0.106180598703116,"Warm"
"WARM.WTH.84","WTH","WTH.84",5,6,"T3",2024-12-06,341,100.531026342095,62.64664665,105.813813813814,0.0731583835952512,"Warm"
"WARM.WTH.86","WTH","WTH.86",12,NA,NA,NA,NA,NA,NA,105.66966966967,0.0572430054685807,"Warm"
"WARM.WTH.88","WTH","WTH.88",6,5,"T3",2024-12-06,341,100.531026342095,62.64664665,105.557557557558,0.113693343176452,"Warm"
"WARM.WTH.89","WTH","WTH.89",12,15,"T4",2024-12-06,341,104.298149373327,61.5955956,104.532532532533,0.0817388041133079,"Warm"
"WARM.WTH.92","WTH","WTH.92",8,10,"T4",2024-12-06,341,104.298149373327,61.5955956,100.112112112112,0.114034280907104,"Warm"
"WARM.WTH.94","WTH","WTH.94",7,8,"T6",2024-12-06,341,100.765420311927,62.22622623,98.1901901901902,0.0521376185337648,"Warm"
"WARM.WTH.96","WTH","WTH.96",9,15,"T9",2024-12-06,341,100.244090206684,62.97497497,102.482482482482,0.0591662585118818,"Warm"
"WARM.WTH.98","WTH","WTH.98",14,15,"20708",2024-12-06,341,NA,NA,109.593593593594,0.15450123925399,"Warm"
