pupa_id,date,notes,death_date,,,,,,,,,
HOT.BLG.15_P6,5/15/2025,,,,,,,,,,,
F4.CTRL.HOT_P3,5/15/2025,,,,,,,,,,,
F4.CTRL.HOT_P4,5/15/2025,dead ,27/10/25,,,,,,,,,
HOT.WTH.102_P1,5/15/2025,,,,,,,,,,,
HOT.WTH.102_P2,5/15/2025,,,,,,,,,,,
HOT.WTH.64_P7,5/15/2025,,,,,,,,,,,
HOT.WTH.162_P3,5/15/2025,,,,,,,,,,,
HOT.WTH.162_P4,5/15/2025,,,,,,,,,,,
HOT.WTH.162_P5,5/15/2025,,,,,,,,,,,
HOT.WTH.96_P7,5/15/2025,,,,,,,,,,,
HOT.WTH.98_P3,5/15/2025,dead ,27/10/25,,,,,,,,,
HOT.WTH.98_P4,5/15/2025,,,,,,,,,,,
HOT.WTH.123_P1,5/15/2025,,,,,,,,,,,
HOT.WTH.123_P2,5/15/2025,,,,,,,,,,,
HOT.WTH.114_P7,5/15/2025,,,,,,,,,,,
HOT.WTH.114_P8,5/15/2025,,,,,,,,,,,
HOT.WTH.152_P3,5/15/2025,,,,,,,,,,,
HOT.WTH.152_P4,5/15/2025,,,,,,,,,,,
HOT.WTH.152_P5,5/15/2025,,,,,,,,,,,
HOT.WTH.33_P2,5/15/2025,,,,,,,,,,,
HOT.WTH.155_P6,5/15/2025,,,,,,,,,,,
HOT.WTH.155_P7,5/15/2025,,,,,,,,,,,
HOT.WTH.148_P3,5/15/2025,,,,,,,,,,,
HOT.WTH.148_P4,5/15/2025,,,,,,,,,,,
HOT.WTH.148_P5,5/15/2025,,,,,,,,,,,
HOT.WTH.148_P6,5/15/2025,,,,,,,,,,,
HOT.WTH.104_P1,5/15/2025,,,,,,,,,,,
HOT.WTH.167_P1,5/15/2025,,,,,,,,,,,
HOT.WTH.167_P2,5/15/2025,,,,,,,,,,,
HOT.WTH.167_P3,5/15/2025,,,,,,,,,,,
HOT.WTH.167_P4,5/15/2025,,,,,,,,,,,
HOT.WTH.167_P5,5/15/2025,,,,,,,,,,,
HOT.WTH.160_P1,5/15/2025,,,,,,,,,,,
HOT.WTH.160_P2,5/15/2025,,,,,,,,,,,
HOT.WTH.160_P3,5/15/2025,,,,,,,,,,,
HOT.WTH.89_P2,5/15/2025,,,,,,,,,,,
HOT.WTH.89_P3,5/15/2025,,,,,,,,,,,
HOT.WTH.53_P2,5/15/2025,,,,,,,,,,,
HOT.WTH.53_P3,5/15/2025,,,,,,,,,,,
HOT.WTH.53_P4,5/15/2025,,,,,,,,,,,
HOT.WTH.78_P3,5/15/2025,,,,,,,,,,,
HOT.WTH.78_P4,5/15/2025,,,,,,,,,,,
HOT.WTH.103_P4,5/15/2025,,,,,,,,,,,
HOT.WTH.103_P5,5/15/2025,,,,,,,,,,,
HOT.WTH.139_P1,5/15/2025,,,,,,,,,,,
HOT.WTH.139_P2,5/15/2025,,,,,,,,,,,
HOT.WTH.139_P3,5/15/2025,,,,,,,,,,,
F1.WARM.HOT_P2,5/15/2025,dead,11/3/2025,,,,,,,,,
F1.WARM.HOT_P3,5/15/2025,,,,,,,,,,,
F1.WARM.HOT_P4,5/15/2025,,,,,,,,,,,
F1.WARM.HOT_P5,5/15/2025,dead,7/11/2025,,,,,,,,,
F1.WARM.HOT_P6,5/15/2025,,,,,,,,,,,
F1.WARM.HOT_P7,5/15/2025,,,,,,,,,,,
F1.WARM.HOT_P8,5/15/2025,,,,,,,,,,,
HOT.WTH.84_P1,5/15/2025,,,,,,,,,,,
HOT.WTH.12_P1,5/15/2025,dead,11/5/2025,,,,,,,,,
CTRL.WTH.157_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.74_P6,5/15/2025,dead_end,,,,,,,,,,
CTRL.WTH.15_P2,5/15/2025,dead_end,,,,,,,,,,
CTRL.WTH.118_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.118_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.43_P3,5/15/2025,,,,,,,,,,,
HOT.WTH.98_P5,5/15/2025,,,,,,,,,,,
HOT.WTH.98_P6,5/15/2025,,,,,,,,,,,
HOT.WTH.123_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.23_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.23_P5,5/15/2025,dead_end,,,,,,,,,,
CTRL.WTH.44_P8,5/15/2025,,,,,,,,,,,
CTRL.WTH.42_P5,5/15/2025,dead_end,,,,,,,,,,
CTRL.WTH.42_P6,5/15/2025,,,,,,,,,,,
CTRL.WTH.42_P7,5/15/2025,,,,,,,,,,,
CTRL.WTH.42_P8,5/15/2025,,,,,,,,,,,
CTRL.WTH.42_P9,5/15/2025,dead_end,,,,,,,,,,
CTRL.WTH.17_P2,5/15/2025,,,,,,,,,,,
F5.CTRL.HOT_P8,5/15/2025,,,,,,,,,,,
F5.CTRL.HOT_P9,5/15/2025,dead_end,,,,,,,,,,
F5.CTRL.HOT_P10,5/15/2025,,,,,,,,,,,
F5.CTRL.HOT_P11,5/15/2025,,,,,,,,,,,
F5.CTRL.HOT_P12,5/15/2025,,,,,,,,,,,
F5.CTRL.HOT_P13,5/15/2025,,,,,,,,,,,
CTRL.WTH.49_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.49_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.179_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.94_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.150_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.113_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.39_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.39_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.98_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.98_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.98_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.103_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.103_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.103_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.103_P4,5/15/2025,dead_end,,,,,,,,,,
CTRL.WTH.103_P5,5/15/2025,,,,,,,,,,,
CTRL.WTH.103_P6,5/15/2025,,,,,,,,,,,
F3.CTRL.CTRL_P1,5/15/2025,,,,,,,,,,,
F3.CTRL.CTRL_P2,5/15/2025,,,,,,,,,,,
F3.CTRL.CTRL_P3,5/15/2025,,,,,,,,,,,
F6.MEAN.CTRL_P1,5/15/2025,,,,,,,,,,,
F2.MEAN.CTRL_P3,5/15/2025,,,,,,,,,,,
F2.MEAN.CTRL_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.145_P3,5/15/2025,dead_end,,,,,,,,,,
CTRL.WTH.145_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.145_P5,5/15/2025,,,,,,,,,,,
F1.CTRL.CTRL_P1,5/15/2025,dead,15/11/25,,,,,,,,,
F1.CTRL.CTRL_P2,5/15/2025,,,,,,,,,,,
F1.CTRL.CTRL_P3,5/15/2025,dead_end,,,,,,,,,,
F1.CTRL.CTRL_P4,5/15/2025,,,,,,,,,,,
F4.CTRL.CTRL_P2,5/15/2025,,,,,,,,,,,
F4.CTRL.CTRL_P3,5/15/2025,,,,,,,,,,,
F4.CTRL.CTRL_P4,5/15/2025,dead,9/11/2025,,,,,,,,,
F5.COOL.CTRL_P1,5/15/2025,,,,,,,,,,,
F5.COOL.CTRL_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.121_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.121_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.121_P5,5/15/2025,,,,,,,,,,,
CTRL.WTH.121_P6,5/15/2025,,,,,,,,,,,
CTRL.WTH.88_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.130_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.60_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.60_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.86_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.86_P5,5/15/2025,,,,,,,,,,,
CTRL.WTH.151_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.151_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.167_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.167_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.70_P1,5/15/2025,dead_end,,,,,,,,,,
CTRL.WTH.64_P6,5/15/2025,,,,,,,,,,,
CTRL.WTH.16_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.16_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.16_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.16_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.53_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.53_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.53_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.153_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.153_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.153_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.153_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.153_P5,5/15/2025,,,,,,,,,,,
CTRL.WTH.148_P1,5/15/2025,,,,,,,,,,,
CTRL.WTH.148_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.162_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.162_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.162_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.162_P5,5/15/2025,,,,,,,,,,,
CTRL.WTH.13_P2,5/15/2025,,,,,,,,,,,
CTRL.WTH.13_P3,5/15/2025,,,,,,,,,,,
CTRL.WTH.13_P4,5/15/2025,,,,,,,,,,,
CTRL.WTH.13_P5,5/15/2025,,,,,,,,,,,
CTRL.WTH.13_P6,5/15/2025,,,,,,,,,,,
CTRL.WTH.110_P1,5/15/2025,,,,,,,,,,,
HOT.WTH.37_P4,5/16/2025,dead,,,,,,,,,,
HOT.WTH.37_P5,5/16/2025,dead,27/10/25,,,,,,,,,
F5.CTRL.HOT_P14,5/16/2025,dead_end,,,,,,,,,,
HOT.WTH.33_P3,5/16/2025,,,,,,,,,,,
HOT.WTH.15_P6,5/16/2025,,,,,,,,,,,
HOT.WTH.145_P5,5/16/2025,,,,,,,,,,,
F3.CTRL.HOT_P12,5/16/2025,,,,,,,,,,,
F3.CTRL.HOT_P13,5/16/2025,dead,11/3/2025,,,,,,,,,
F3.CTRL.HOT_P14,5/16/2025,,,,,,,,,,,
HOT.WTH.158_P5,5/16/2025,,,,,,,,,,,
HOT.WTH.150_P1,5/16/2025,,,,,,,,,,,
HOT.WTH.150_P2,5/16/2025,,,,,,,,,,,
F1.HOT.HOT_P2,5/16/2025,,,,,,,,,,,
F1.HOT.HOT_P3,5/16/2025,,,,,,,,,,,
F1.HOT.HOT_P4,5/16/2025,,,,,,,,,,,
F1.HOT.HOT_P5,5/16/2025,,,,,,,,,,,
F2.COOL.HOT_P3,5/16/2025,,,,,,,,,,,
F7.COOL.HOT_P3,5/16/2025,,,,,,,,,,,
F7.COOL.HOT_P4,5/16/2025,dead_end,,,,,,,,,,
F7.COOL.HOT_P5,5/16/2025,,,,,,,,,,,
F7.COOL.HOT_P6,5/16/2025,,,,,,,,,,,
HOT.WTH.164_P1,5/16/2025,dead_end,,,,,,,,,,
HOT.WTH.164_P2,5/16/2025,,,,,,,,,,,
HOT.WTH.164_P3,5/16/2025,,,,,,,,,,,
HOT.WTH.118_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.153_P5,5/16/2025,,,,,,,,,,,
HOT.WTH.153_P6,5/16/2025,,,,,,,,,,,
HOT.WTH.153_P7,5/16/2025,,,,,,,,,,,
HOT.WTH.48_P3,5/16/2025,,,,,,,,,,,
F3.CTRL.HOT2_P1,5/16/2025,,,,,,,,,,,
HOT.WTH.123_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.70_P2,5/16/2025,,,,,,,,,,,
HOT.WTH.154_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.152_P6,5/16/2025,,,,,,,,,,,
HOT.WTH.155_P8,5/16/2025,,,,,,,,,,,
HOT.WTH.155_P9,5/16/2025,,,,,,,,,,,
HOT.WTH.170_P1,5/16/2025,,,,,,,,,,,
HOT.WTH.104_P2,5/16/2025,dead_end,,,,,,,,,,
HOT.WTH.49_P7,5/16/2025,,,,,,,,,,,
HOT.WTH.111_P1,5/16/2025,,,,,,,,,,,
HOT.WTH.151_P1,5/16/2025,,,,,,,,,,,
HOT.WTH.151_P2,5/16/2025,,,,,,,,,,,
HOT.WTH.151_P3,5/16/2025,,,,,,,,,,,
HOT.WTH.98_P7,5/16/2025,,,,,,,,,,,
HOT.GLF.16_P1,5/16/2025,dead_rm,,,,,,,,,,
WARM.WTH.44_P1,5/16/2025,,,,,,,,,,,
WARM.WTH.42_P1,5/16/2025,,,,,,,,,,,
WARM.WTH.13_P1,5/16/2025,dead,16/10/25,,,,,,,,,
WARM.WTH.130_P1,5/16/2025,,,,,,,,,,,
WARM.WTH.130_P2,5/16/2025,,,,,,,,,,,
WARM.WTH.130_P3,5/16/2025,dead,11/3/2025,,,,,,,,,
WARM.WTH.130_P4,5/16/2025,,,,,,,,,,,
WARM.WTH.130_P5,5/16/2025,,,,,,,,,,,
WARM.WTH.130_P6,5/16/2025,,,,,,,,,,,
HOT.WTH.102_P3,5/16/2025,,,,,,,,,,,
HOT.WTH.102_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.102_P5,5/16/2025,,,,,,,,,,,
HOT.WTH.96_P8,5/16/2025,,,,,,,,,,,
HOT.WTH.114_P9,5/16/2025,,,,,,,,,,,
HOT.MUN.1_P2,5/16/2025,,,,,,,,,,,
HOT.WTH.64_P8,5/16/2025,,,,,,,,,,,
HOT.WTH.162_P6,5/16/2025,,,,,,,,,,,
HOT.WTH.138_P3,5/16/2025,,,,,,,,,,,
HOT.WTH.138_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.1_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.103_P6,5/16/2025,,,,,,,,,,,
HOT.WTH.110_P3,5/16/2025,,,,,,,,,,,
HOT.WTH.110_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.110_P5,5/16/2025,,,,,,,,,,,
HOT.WTH.110_P6,5/16/2025,,,,,,,,,,,
HOT.WTH.159_P1,5/16/2025,,,,,,,,,,,
HOT.WTH.89_P4,5/16/2025,dead,,,,,,,,,,
HOT.WTH.84_P2,5/16/2025,,,,,,,,,,,
HOT.WTH.84_P3,5/16/2025,,,,,,,,,,,
HOT.WTH.84_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.168_P2,5/16/2025,,,,,,,,,,,
HOT.WTH.168_P3,5/16/2025,,,,,,,,,,,
HOT.WTH.161_P1,5/16/2025,,,,,,,,,,,
HOT.WTH.179_P3,5/16/2025,dead,11/3/2025,,,,,,,,,
HOT.WTH.179_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.160_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.160_P5,5/16/2025,,,,,,,,,,,
HOT.WTH.139_P4,5/16/2025,,,,,,,,,,,
HOT.WTH.139_P5,5/16/2025,,,,,,,,,,,
HOT.WTH.39_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.78_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.78_P2,5/16/2025,dead,11/5/2025,,,,,,,,,
CTRL.WTH.78_P3,5/16/2025,,,,,,,,,,,
CTRL.GLF.5_P6,5/16/2025,,,,,,,,,,,
CTRL.WTH.102_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.102_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.123_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.123_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.123_P3,5/16/2025,dead_end,,,,,,,,,,
CTRL.WTH.145_P6,5/16/2025,,,,,,,,,,,
CTRL.WTH.145_P7,5/16/2025,,,,,,,,,,,
CTRL.WTH.145_P8,5/16/2025,,,,,,,,,,,
CTRL.WTH.145_P9,5/16/2025,,,,,,,,,,,
CTRL.WTH.151_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.151_P5,5/16/2025,,,,,,,,,,,
CTRL.WTH.70_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.70_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.70_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.70_P5,5/16/2025,,,,,,,,,,,
CTRL.WTH.98_P4,5/16/2025,,,,,,,,,,,
CTRL.URD.1_P1,5/16/2025,,,,,,,,,,,
CTRL.URD.1_P2,5/16/2025,,,,,,,,,,,
CTRL.URD.1_P3,5/16/2025,dead_end,,,,,,,,,,
CTRL.WTH.49_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.49_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.49_P5,5/16/2025,,,,,,,,,,,
CTRL.WTH.92_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.92_P2,5/16/2025,dead_end,,,,,,,,,,
CTRL.WTH.92_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.92_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.121_P7,5/16/2025,,,,,,,,,,,
CTRL.WTH.121_P8,5/16/2025,,,,,,,,,,,
CTRL.WTH.155_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.155_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.47_P5,5/16/2025,,,,,,,,,,,
CTRL.WTH.48_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.48_P5,5/16/2025,,,,,,,,,,,
CTRL.WTH.74_P7,5/16/2025,,,,,,,,,,,
CTRL.WTH.153_P7,5/16/2025,,,,,,,,,,,
CTRL.WTH.153_P8,5/16/2025,,,,,,,,,,,
CTRL.WTH.104_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.154_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.154_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.154_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.154_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.168_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.33_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.33_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.25_P3,5/16/2025,dead,27/10/25,,,,,,,,,
CTRL.WTH.25_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.25_P5,5/16/2025,dead,10/9/2025,,,,,,,,,
CTRL.WTH.25_P6,5/16/2025,,,,,,,,,,,
CTRL.WTH.114_P3,5/16/2025,dead_end,,,,,,,,,,
CTRL.WTH.114_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.114_P5,5/16/2025,,,,,,,,,,,
CTRL.WTH.12_P1,5/16/2025,dead_end,,,,,,,,,,
CTRL.WTH.12_P2,5/16/2025,dead_end,,,,,,,,,,
CTRL.WTH.37_P1,5/16/2025,dead,16/10/25,,,,,,,,,
CTRL.WTH.110_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.110_P3,5/16/2025,,,,,,,,,,,
CTRL.ART.3_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.111_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.161_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.161_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.161_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.146_P4,5/16/2025,dead_end,,,,,,,,,,
CTRL.WTH.162_P6,5/16/2025,dead,11/3/2025,,,,,,,,,
CTRL.WTH.162_P7,5/16/2025,,,,,,,,,,,
CTRL.WTH.53_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.160_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.160_P2,5/16/2025,,,,,,,,,,,
CTRL.WTH.160_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.160_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.160_P5,5/16/2025,,,,,,,,,,,
CTRL.GLF.9_P1,5/16/2025,,,,,,,,,,,
CTRL.WTH.164_P1,5/16/2025,dead_end,,,,,,,,,,
F1.CTRL.CTRL_P5,5/16/2025,,,,,,,,,,,
CTRL.BLG.15_P1,5/16/2025,,,,,,,,,,,
CTRL.BLG.15_P2,5/16/2025,,,,,,,,,,,
CTRL.BLG.15_P3,5/16/2025,,,,,,,,,,,
CTRL.BLG.15_P4,5/16/2025,,,,,,,,,,,
CTRL.BLG.15_P5,5/16/2025,,,,,,,,,,,
CTRL.BLG.15_P6,5/16/2025,dead,11/3/2025,,,,,,,,,
CTRL.BLG.15_P7,5/16/2025,,,,,,,,,,,
CTRL.BLG.15_P8,5/16/2025,dead,11/5/2025,,,,,,,,,
CTRL.WTH.17_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.94_P3,5/16/2025,dead,10/9/2025,,,,,,,,,
CTRL.WTH.130_P4,5/16/2025,dead_end,,,,,,,,,,
CTRL.WTH.130_P5,5/16/2025,,,,,,,,,,,
CTRL.WTH.167_P3,5/16/2025,,,,,,,,,,,
CTRL.WTH.117_P4,5/16/2025,,,,,,,,,,,
CTRL.WTH.117_P5,5/16/2025,,,,,,,,,,,
F5.CTRL.CTRL_P1,5/16/2025,dead,7/11/2025,,,,,,,,,
WARM.WTH.17_P1,5/17/2025,,,,,,,,,,,
WARM.WTH.17_P2,5/17/2025,dead,11/3/2025,,,,,,,,,
WARM.WTH.42_P2,5/17/2025,,,,,,,,,,,
WARM.WTH.13_P2,5/17/2025,,,,,,,,,,,
WARM.WTH.41_P1,5/17/2025,,,,,,,,,,,
WARM.WTH.1_P1,5/17/2025,,,,,,,,,,,
WARM.GLF.5_P1,5/17/2025,,,,,,,,,,,
F1.COOL.WARM_P1,5/17/2025,,,,,,,,,,,
F1.COOL.WARM_P2,5/17/2025,,,,,,,,,,,
HOT.WTH.96_P7,5/17/2025,,,,,,,,,,,
HOT.WTH.104_P3,5/17/2025,,,,,,,,,,,
HOT.WTH.155_P10,5/17/2025,,,,,,,,,,,
HOT.WTH.139_P6,5/17/2025,,,,,,,,,,,
HOT.WTH.70_P3,5/17/2025,,,,,,,,,,,
HOT.WTH.161_P2,5/17/2025,,,,,,,,,,,
HOT.WTH.159_P2,5/17/2025,,,,,,,,,,,
HOT.WTH.159_P3,5/17/2025,,,,,,,,,,,
HOT.WTH.159_P4,5/17/2025,,,,,,,,,,,
F2.HOT.HOT_P5,5/17/2025,,,,,,,,,,,
F1.HOT.HOT_P6,5/17/2025,,,,,,,,,,,
HOT.WTH.114_P10,5/17/2025,,,,,,,,,,,
HOT.WTH.138_P5,5/17/2025,,,,,,,,,,,
HOT.WTH.138_P6,5/17/2025,dead_end,,,,,,,,,,
HOT.WTH.142_P1,5/17/2025,,,,,,,,,,,
HOT.WTH.142_P2,5/17/2025,,,,,,,,,,,
HOT.WTH.142_P3,5/17/2025,dead,11/3/2025,,,,,,,,,
F7.COOL.HOT_P6,5/17/2025,,,,,,,,,,,
CTRL.WTH.159_P1,5/17/2025,,,,,,,,,,,
CTRL.WTH.157_P5,5/17/2025,,,,,,,,,,,
CTRL.WTH.164_P2,5/17/2025,,,,,,,,,,,
CTRL.WTH.164_P3,5/17/2025,,,,,,,,,,,
CTRL.WTH.158_P1,5/17/2025,,,,,,,,,,,
CTRL.WTH.158_P2,5/17/2025,,,,,,,,,,,
CTRL.WTH.158_P3,5/17/2025,,,,,,,,,,,
CTRL.WTH.110_P4,5/17/2025,,,,,,,,,,,
CTRL.WTH.110_P5,5/17/2025,,,,,,,,,,,
CTRL.WTH.138_P2,5/17/2025,,,,,,,,,,,
CTRL.WTH.13_P7,5/17/2025,,,,,,,,,,,
CTRL.WTH.88_P2,5/17/2025,,,,,,,,,,,
CTRL.WTH.148_P3,5/17/2025,dead_end,,,,,,,,,,
CTRL.WTH.150_P2,5/17/2025,,,,,,,,,,,
CTRL.WTH.111_P4,5/17/2025,,,,,,,,,,,
CTRL.WTH.111_P5,5/17/2025,,,,,,,,,,,
CTRL.WTH.130_P6,5/17/2025,,,,,,,,,,,
CTRL.WTH.152_P1,5/17/2025,,,,,,,,,,,
CTRL.WTH.50_P3,5/17/2025,dead,,,,,,,,,,
CTRL.WTH.50_P4,5/17/2025,,,,,,,,,,,
CTRL.WTH.117_P6,5/17/2025,,,,,,,,,,,
CTRL.URD.1_P4,5/17/2025,,,,,,,,,,,
CTRL.WTH.170_P1,5/17/2025,,,,,,,,,,,
CTRL.WTH.170_P2,5/17/2025,,,,,,,,,,,
CTRL.WTH.170_P3,5/17/2025,,,,,,,,,,,
CTRL.WTH.39_P1,5/17/2025,,,,,,,,,,,
